age,sex,mort,inc,prev,ylds..years.lived.with.disability._rate_lwri,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
56,male,1.0446777741168867e-4,0.012156516815216463,2.5708611830782595e-4,1.5979599841431053e-5,6479,Lwri,0,50,55,0,1,5,male_Lwri
57,male,1.0446777741168867e-4,0.012156516815216463,2.5708611830782595e-4,1.5979599841431053e-5,6479,Lwri,0,50,55,0,1,5,male_Lwri
58,male,1.0446777741168867e-4,0.012156516815216463,2.5708611830782595e-4,1.5979599841431053e-5,6479,Lwri,0,50,55,0,1,5,male_Lwri
59,male,1.0446777741168867e-4,0.012156516815216463,2.5708611830782595e-4,1.5979599841431053e-5,6479,Lwri,0,50,55,0,1,5,male_Lwri
60,male,1.9427821694739254e-4,0.017992239354082076,3.609082345343161e-4,2.2168027403825898e-5,5560,Lwri,0,50,60,0,1,5,male_Lwri
61,male,1.9427821694739254e-4,0.017992239354082076,3.609082345343161e-4,2.2168027403825898e-5,5560,Lwri,0,50,60,0,1,5,male_Lwri
62,male,1.9427821694739254e-4,0.017992239354082076,3.609082345343161e-4,2.2168027403825898e-5,5560,Lwri,0,50,60,0,1,5,male_Lwri
63,male,1.9427821694739254e-4,0.017992239354082076,3.609082345343161e-4,2.2168027403825898e-5,5560,Lwri,0,50,60,0,1,5,male_Lwri
64,male,1.9427821694739254e-4,0.017992239354082076,3.609082345343161e-4,2.2168027403825898e-5,5560,Lwri,0,50,60,0,1,5,male_Lwri
65,male,3.12604970307217e-4,0.029060157270535108,6.000078290509101e-4,3.615619707214889e-5,5418,Lwri,0,50,65,0,2,5,male_Lwri
66,male,3.12604970307217e-4,0.029060157270535108,6.000078290509101e-4,3.615619707214889e-5,5418,Lwri,0,50,65,0,2,5,male_Lwri
67,male,3.12604970307217e-4,0.029060157270535108,6.000078290509101e-4,3.615619707214889e-5,5418,Lwri,0,50,65,0,2,5,male_Lwri
68,male,3.12604970307217e-4,0.029060157270535108,6.000078290509101e-4,3.615619707214889e-5,5418,Lwri,0,50,65,0,2,5,male_Lwri
69,male,3.12604970307217e-4,0.029060157270535108,6.000078290509101e-4,3.615619707214889e-5,5418,Lwri,0,50,65,0,2,5,male_Lwri
70,male,5.853916959490431e-4,0.040026116436882614,8.454913596565011e-4,4.923634797200255e-5,4800,Lwri,0,50,70,0,3,5,male_Lwri
71,male,5.853916959490431e-4,0.040026116436882614,8.454913596565011e-4,4.923634797200255e-5,4800,Lwri,0,50,70,0,3,5,male_Lwri
72,male,5.853916959490431e-4,0.040026116436882614,8.454913596565011e-4,4.923634797200255e-5,4800,Lwri,0,50,70,0,3,5,male_Lwri
73,male,5.853916959490431e-4,0.040026116436882614,8.454913596565011e-4,4.923634797200255e-5,4800,Lwri,0,50,70,0,3,5,male_Lwri
74,male,5.853916959490431e-4,0.040026116436882614,8.454913596565011e-4,4.923634797200255e-5,4800,Lwri,0,50,70,0,3,5,male_Lwri
75,male,0.0013400098441186162,0.05110879641309223,0.0011006333603473394,6.288277382334661e-5,3332,Lwri,0,50,75,0,4,5,male_Lwri
76,male,0.0013400098441186162,0.05110879641309223,0.0011006333603473394,6.288277382334661e-5,3332,Lwri,0,50,75,0,4,5,male_Lwri
77,male,0.0013400098441186162,0.05110879641309223,0.0011006333603473394,6.288277382334661e-5,3332,Lwri,0,50,75,0,4,5,male_Lwri
78,male,0.0013400098441186162,0.05110879641309223,0.0011006333603473394,6.288277382334661e-5,3332,Lwri,0,50,75,0,4,5,male_Lwri
79,male,0.0013400098441186162,0.05110879641309223,0.0011006333603473394,6.288277382334661e-5,3332,Lwri,0,50,75,0,4,5,male_Lwri
80,male,0.0036370522437195983,0.09981168924851959,0.0020089717409364025,1.1180380975144938e-4,2291,Lwri,0,20,80,0,8,5,male_Lwri
81,male,0.0036370522437195983,0.09981168924851959,0.0020089717409364025,1.1180380975144938e-4,2291,Lwri,0,20,80,0,8,5,male_Lwri
82,male,0.0036370522437195983,0.09981168924851959,0.0020089717409364025,1.1180380975144938e-4,2291,Lwri,0,20,80,0,8,5,male_Lwri
83,male,0.0036370522437195983,0.09981168924851959,0.0020089717409364025,1.1180380975144938e-4,2291,Lwri,0,20,80,0,8,5,male_Lwri
84,male,0.0036370522437195983,0.09981168924851959,0.0020089717409364025,1.1180380975144938e-4,2291,Lwri,0,20,80,0,8,5,male_Lwri
85,male,0.011688952556724167,0.1862979577751843,0.003777122682867213,2.0429667382368603e-4,1276,Lwri,0,20,85,0,15,5,male_Lwri
86,male,0.011688952556724167,0.1862979577751843,0.003777122682867213,2.0429667382368603e-4,1276,Lwri,0,20,85,0,15,5,male_Lwri
87,male,0.011688952556724167,0.1862979577751843,0.003777122682867213,2.0429667382368603e-4,1276,Lwri,0,20,85,0,15,5,male_Lwri
88,male,0.011688952556724167,0.1862979577751843,0.003777122682867213,2.0429667382368603e-4,1276,Lwri,0,20,85,0,15,5,male_Lwri
89,male,0.011688952556724167,0.1862979577751843,0.003777122682867213,2.0429667382368603e-4,1276,Lwri,0,20,85,0,15,5,male_Lwri
90,male,0.02002773699000838,0.27267334273942173,0.0054658732538149304,2.901280515887776e-4,506,Lwri,0,10,90,0,10,5,male_Lwri
91,male,0.02002773699000838,0.27267334273942173,0.0054658732538149304,2.901280515887776e-4,506,Lwri,0,10,90,0,10,5,male_Lwri
92,male,0.02002773699000838,0.27267334273942173,0.0054658732538149304,2.901280515887776e-4,506,Lwri,0,10,90,0,10,5,male_Lwri
93,male,0.02002773699000838,0.27267334273942173,0.0054658732538149304,2.901280515887776e-4,506,Lwri,0,10,90,0,10,5,male_Lwri
94,male,0.02002773699000838,0.27267334273942173,0.0054658732538149304,2.901280515887776e-4,506,Lwri,0,10,90,0,10,5,male_Lwri
95,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
96,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
97,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
98,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
99,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
100,male,0.03670100960963738,0.358567275253091,0.007077742053675108,3.71675206285653e-4,91,Lwri,0,10,95,0,3,6,male_Lwri
