age,sex,mort,inc,prev,ylds..years.lived.with.disability._rate_allc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
36,male,8.804476156880096e-4,4.831929619143624,0.97181127487392,0.11999971525039764,7997,Allc,0,50,35,49,7,5,male_Allc
37,male,8.804476156880096e-4,4.831929619143624,0.97181127487392,0.11999971525039764,7997,Allc,0,50,35,49,7,5,male_Allc
38,male,8.804476156880096e-4,4.831929619143624,0.97181127487392,0.11999971525039764,7997,Allc,0,50,35,49,7,5,male_Allc
39,male,8.804476156880096e-4,4.831929619143624,0.97181127487392,0.11999971525039764,7997,Allc,0,50,35,49,7,5,male_Allc
40,male,0.0015799653848375856,4.686429768327677,0.9792112645161363,0.12984680198687198,7179,Allc,0,50,40,49,11,5,male_Allc
41,male,0.0015799653848375856,4.686429768327677,0.9792112645161363,0.12984680198687198,7179,Allc,0,50,40,49,11,5,male_Allc
42,male,0.0015799653848375856,4.686429768327677,0.9792112645161363,0.12984680198687198,7179,Allc,0,50,40,49,11,5,male_Allc
43,male,0.0015799653848375856,4.686429768327677,0.9792112645161363,0.12984680198687198,7179,Allc,0,50,40,49,11,5,male_Allc
44,male,0.0015799653848375856,4.686429768327677,0.9792112645161363,0.12984680198687198,7179,Allc,0,50,40,49,11,5,male_Allc
45,male,0.002213496926757359,4.465636004169329,0.9807262657317031,0.13721296630090926,7628,Allc,0,50,45,49,17,5,male_Allc
46,male,0.002213496926757359,4.465636004169329,0.9807262657317031,0.13721296630090926,7628,Allc,0,50,45,49,17,5,male_Allc
47,male,0.002213496926757359,4.465636004169329,0.9807262657317031,0.13721296630090926,7628,Allc,0,50,45,49,17,5,male_Allc
48,male,0.002213496926757359,4.465636004169329,0.9807262657317031,0.13721296630090926,7628,Allc,0,50,45,49,17,5,male_Allc
49,male,0.002213496926757359,4.465636004169329,0.9807262657317031,0.13721296630090926,7628,Allc,0,50,45,49,17,5,male_Allc
50,male,0.0032070528690817226,4.390731616432369,0.9867522554885712,0.14899325479016104,7605,Allc,0,50,50,49,24,5,male_Allc
51,male,0.0032070528690817226,4.390731616432369,0.9867522554885712,0.14899325479016104,7605,Allc,0,50,50,49,24,5,male_Allc
52,male,0.0032070528690817226,4.390731616432369,0.9867522554885712,0.14899325479016104,7605,Allc,0,50,50,49,24,5,male_Allc
53,male,0.0032070528690817226,4.390731616432369,0.9867522554885712,0.14899325479016104,7605,Allc,0,50,50,49,24,5,male_Allc
54,male,0.0032070528690817226,4.390731616432369,0.9867522554885712,0.14899325479016104,7605,Allc,0,50,50,49,24,5,male_Allc
55,male,0.0048089672963212505,4.373507515815166,0.9912600974775927,0.16313108074705024,6479,Allc,0,50,55,50,31,5,male_Allc
56,male,0.0048089672963212505,4.373507515815166,0.9912600974775927,0.16313108074705024,6479,Allc,0,50,55,50,31,5,male_Allc
57,male,0.0048089672963212505,4.373507515815166,0.9912600974775927,0.16313108074705024,6479,Allc,0,50,55,50,31,5,male_Allc
58,male,0.0048089672963212505,4.373507515815166,0.9912600974775927,0.16313108074705024,6479,Allc,0,50,55,50,31,5,male_Allc
59,male,0.0048089672963212505,4.373507515815166,0.9912600974775927,0.16313108074705024,6479,Allc,0,50,55,50,31,5,male_Allc
60,male,0.008421318686292957,4.414841306014323,0.9941896408438045,0.17978424190734696,5560,Allc,0,50,60,50,47,5,male_Allc
61,male,0.008421318686292957,4.414841306014323,0.9941896408438045,0.17978424190734696,5560,Allc,0,50,60,50,47,5,male_Allc
62,male,0.008421318686292957,4.414841306014323,0.9941896408438045,0.17978424190734696,5560,Allc,0,50,60,50,47,5,male_Allc
63,male,0.008421318686292957,4.414841306014323,0.9941896408438045,0.17978424190734696,5560,Allc,0,50,60,50,47,5,male_Allc
64,male,0.008421318686292957,4.414841306014323,0.9941896408438045,0.17978424190734696,5560,Allc,0,50,60,50,47,5,male_Allc
65,male,0.012769125980587102,4.763946598755737,0.9969703486624508,0.19980809583803225,5418,Allc,0,50,65,50,69,5,male_Allc
66,male,0.012769125980587102,4.763946598755737,0.9969703486624508,0.19980809583803225,5418,Allc,0,50,65,50,69,5,male_Allc
67,male,0.012769125980587102,4.763946598755737,0.9969703486624508,0.19980809583803225,5418,Allc,0,50,65,50,69,5,male_Allc
68,male,0.012769125980587102,4.763946598755737,0.9969703486624508,0.19980809583803225,5418,Allc,0,50,65,50,69,5,male_Allc
69,male,0.012769125980587102,4.763946598755737,0.9969703486624508,0.19980809583803225,5418,Allc,0,50,65,50,69,5,male_Allc
70,male,0.020259123477306573,5.089152778867257,0.9986137456463497,0.22371175774046448,4800,Allc,0,50,70,50,96,5,male_Allc
71,male,0.020259123477306573,5.089152778867257,0.9986137456463497,0.22371175774046448,4800,Allc,0,50,70,50,96,5,male_Allc
72,male,0.020259123477306573,5.089152778867257,0.9986137456463497,0.22371175774046448,4800,Allc,0,50,70,50,96,5,male_Allc
73,male,0.020259123477306573,5.089152778867257,0.9986137456463497,0.22371175774046448,4800,Allc,0,50,70,50,96,5,male_Allc
74,male,0.020259123477306573,5.089152778867257,0.9986137456463497,0.22371175774046448,4800,Allc,0,50,70,50,96,5,male_Allc
75,male,0.03565386191328029,5.39476468375337,0.9992669363084651,0.2515503260243116,3332,Allc,0,50,75,50,117,5,male_Allc
76,male,0.03565386191328029,5.39476468375337,0.9992669363084651,0.2515503260243116,3332,Allc,0,50,75,50,117,5,male_Allc
77,male,0.03565386191328029,5.39476468375337,0.9992669363084651,0.2515503260243116,3332,Allc,0,50,75,50,117,5,male_Allc
78,male,0.03565386191328029,5.39476468375337,0.9992669363084651,0.2515503260243116,3332,Allc,0,50,75,50,117,5,male_Allc
79,male,0.03565386191328029,5.39476468375337,0.9992669363084651,0.2515503260243116,3332,Allc,0,50,75,50,117,5,male_Allc
80,male,0.06644976938677043,6.130445694216592,0.9996225753010622,0.28593065936538714,2291,Allc,0,20,80,20,147,5,male_Allc
81,male,0.06644976938677043,6.130445694216592,0.9996225753010622,0.28593065936538714,2291,Allc,0,20,80,20,147,5,male_Allc
82,male,0.06644976938677043,6.130445694216592,0.9996225753010622,0.28593065936538714,2291,Allc,0,20,80,20,147,5,male_Allc
83,male,0.06644976938677043,6.130445694216592,0.9996225753010622,0.28593065936538714,2291,Allc,0,20,80,20,147,5,male_Allc
84,male,0.06644976938677043,6.130445694216592,0.9996225753010622,0.28593065936538714,2291,Allc,0,20,80,20,147,5,male_Allc
85,male,0.13558355385212476,7.07473900582666,0.9997989487232574,0.3286890044934138,1276,Allc,0,20,85,20,162,5,male_Allc
86,male,0.13558355385212476,7.07473900582666,0.9997989487232574,0.3286890044934138,1276,Allc,0,20,85,20,162,5,male_Allc
87,male,0.13558355385212476,7.07473900582666,0.9997989487232574,0.3286890044934138,1276,Allc,0,20,85,20,162,5,male_Allc
88,male,0.13558355385212476,7.07473900582666,0.9997989487232574,0.3286890044934138,1276,Allc,0,20,85,20,162,5,male_Allc
89,male,0.13558355385212476,7.07473900582666,0.9997989487232574,0.3286890044934138,1276,Allc,0,20,85,20,162,5,male_Allc
90,male,0.21157732587299008,7.936953890336005,0.9998574063866514,0.36248022076672337,506,Allc,0,10,90,10,96,5,male_Allc
91,male,0.21157732587299008,7.936953890336005,0.9998574063866514,0.36248022076672337,506,Allc,0,10,90,10,96,5,male_Allc
92,male,0.21157732587299008,7.936953890336005,0.9998574063866514,0.36248022076672337,506,Allc,0,10,90,10,96,5,male_Allc
93,male,0.21157732587299008,7.936953890336005,0.9998574063866514,0.36248022076672337,506,Allc,0,10,90,10,96,5,male_Allc
94,male,0.21157732587299008,7.936953890336005,0.9998574063866514,0.36248022076672337,506,Allc,0,10,90,10,96,5,male_Allc
95,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
96,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
97,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
98,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
99,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
100,male,0.33081447786596413,8.73031765208493,0.9998940075777829,0.3813050478718412,91,Allc,0,10,95,10,26,6,male_Allc
